Свой цвет каждому архиву IMG (loose-файлы modloader отдельно); легенда со счётчиками	Its own colour for every IMG archive (modloader loose files apart); the legend with counts	Un color propio para cada archivo IMG (los sueltos de modloader aparte); leyenda con contadores
Серый — модель из ванильного архива, оранжевый — из мода (свой IMG или modloader)	Grey — a model from a stock archive, orange — from a mod (own IMG or modloader)	Gris — modelo de un archivo vanilla, naranja — de un mod (IMG propio o modloader)
Синий — LOD-модель, зелёный — есть LOD-пара, тускло-зелёный — без LOD при дальности < 300 (норма), оранжевый — без LOD при дальности ≥ 300	Blue — a LOD model, green — has a LOD pair, dim green — no LOD at a distance < 300 (normal), orange — no LOD at a distance ≥ 300	Azul — modelo LOD, verde — tiene par LOD, verde apagado — sin LOD con distancia < 300 (normal), naranja — sin LOD con distancia ≥ 300
Красный — у модели нет COL, жёлтый — COL пустой (без примитивов), зелёный — есть	Red — the model has no COL, yellow — the COL is empty (no primitives), green — has one	Rojo — el modelo no tiene COL, amarillo — COL vacío (sin primitivas), verde — lo tiene
Цвет модели по числу объектов в её клетке 50×50 м: зелёный — мало, жёлтый ~80, красный ≥ 160	Model colour by the number of objects in its 50×50 m cell: green — few, yellow ~80, red ≥ 160	Color del modelo según los objetos de su celda de 50×50 m: verde — pocos, amarillo ~80, rojo ≥ 160
Флаги поля interior в IPL: синий — под водой, фиолетовый — туннель, серый — неважный стриминг, жёлтый — tobj (по времени суток)	Flags of the IPL interior field: blue — under water, purple — tunnel, grey — unimportant stream, yellow — tobj (time of day)	Flags del campo interior del IPL: azul — bajo el agua, morado — túnel, gris — streaming no importante, amarillo — tobj (por hora del día)
Красный — модель с прозрачностью (флаги IDE 4/8: сортировка альфы, просвечивания), зелёный — без	Red — a model with transparency (IDE flags 4/8: alpha sorting, see-through), green — without	Rojo — modelo con transparencia (flags IDE 4/8: orden de alfa, transparencias raras), verde — sin
Как часто TXD грузится стримингом: красный — TXD только у одной модели (каждая модель = свой запрос словаря), жёлтый — на 2–4 модели, зелёный — общий на ≥ 5 моделей	How often the TXD is streamed: red — the TXD belongs to one model only (every model = its own dictionary request), yellow — 2–4 models, green — shared by ≥ 5 models	Con qué frecuencia se carga el TXD: rojo — el TXD es de un solo modelo (cada modelo = su propia petición de diccionario), amarillo — 2–4 modelos, verde — compartido por ≥ 5 modelos
Районы с карты (сетка «делений», объединение мелких): каждая модель в цвете своего района, границы районов — полупрозрачные стенки; серый — остаётся в своём файле	The districts of the map (the «divisions» grid, small cells merged): every model in its district's colour, district borders as translucent walls; grey — stays in its own file	Los distritos del mapa (cuadrícula «divisiones», celdas pequeñas unidas): cada modelo en el color de su distrito, los bordes como paredes translúcidas; gris — se queda en su propio archivo
вся карта	whole map	todo el mapa
Все копии грузятся на любом расстоянии — карта целиком в цветах районов (без текстур). Подгрузка идёт по 14 мс на кадр, дождись «загрузка 0»	Every placement loads at any distance — the whole map in district colours (no textures). Loading runs 14 ms per frame, wait for «loading 0»	Todas las copias se cargan a cualquier distancia — el mapa entero en los colores de los distritos (sin texturas). La carga va a 14 ms por fotograma, espera «carga 0»
Освещение и небо из data/timecyc.dat по часу и погоде, как в игре: здания — ночные цвета вершин + Amb, остальное — Amb_Obj и солнце	Lighting and sky from data/timecyc.dat by hour and weather, as in the game: buildings — night vertex colours + Amb, the rest — Amb_Obj and the sun	Iluminación y cielo de data/timecyc.dat por hora y clima, como en el juego: edificios — colores de vértice nocturnos + Amb, el resto — Amb_Obj y el sol
data/timecyc.dat не прочитан	data/timecyc.dat not read	data/timecyc.dat no leído
%.1f ч	%.1f h	%.1f h
Час: ночь 20–6, рассвет 6–7, закат 19–20	Hour: night 20–6, dawn 6–7, dusk 19–20	Hora: noche 20–6, amanecer 6–7, atardecer 19–20
День — 12:00	Day — 12:00	Día — 12:00
Ночь — 0:00	Night — 0:00	Noche — 0:00
Погода — строка timecyc.dat	Weather — a timecyc.dat row	Clima — una fila de timecyc.dat
Цветовой фильтр SA на PC (CPostEffects::ColourFilter): кадр + кадр × RGB1 × Alpha1 + кадр × RGB2 × Alpha2 из timecyc — тёплый тинт днём, синий ночью	SA's colour filter on PC (CPostEffects::ColourFilter): frame + frame × RGB1 × Alpha1 + frame × RGB2 × Alpha2 from timecyc — a warm tint by day, blue at night	Filtro de color de SA en PC (CPostEffects::ColourFilter): fotograma + fotograma × RGB1 × Alpha1 + fotograma × RGB2 × Alpha2 de timecyc — tinte cálido de día, azul de noche
туман	fog	niebla
Туман от FogSt до FarClp цветом низа неба — дальние модели растворяются в горизонте, как в игре	Fog from FogSt to FarClp in the sky-bottom colour — far models dissolve into the horizon, as in the game	Niebla de FogSt a FarClp con el color inferior del cielo — los modelos lejanos se funden con el horizonte, como en el juego
только IPL: %s	only IPL: %s	solo IPL: %s
все IPL	all IPLs	todos los IPL
Показаны только объекты этого IPL-файла — снять фильтр	Only this IPL file's objects are shown — clear the filter	Solo se muestran los objetos de este archivo IPL — quitar el filtro
легенда	legend	leyenda
нет ни в одном IMG	in no IMG at all	en ningún IMG
